mes_referencia,faixa_etaria,sexo,uf,total,com_sintoma,pct_com_sintoma_chave
7,0-9,Homem,Acre,497,13,0.0262
7,0-9,Homem,Alagoas,855,26,0.0304
7,0-9,Homem,Amapá,220,6,0.0273
7,0-9,Homem,Amazonas,720,18,0.025
7,0-9,Homem,Bahia,1040,28,0.0269
7,0-9,Homem,Ceará,1084,25,0.0231
7,0-9,Homem,Distrito Federal,393,11,0.028
7,0-9,Homem,Espírito Santo,893,21,0.0235
7,0-9,Homem,Goiás,788,16,0.0203
7,0-9,Homem,Maranhão,1430,35,0.0245
7,0-9,Homem,Mato Grosso,822,27,0.0328
7,0-9,Homem,Mato Grosso do Sul,544,21,0.0386
7,0-9,Homem,Minas Gerais,1923,78,0.0406
7,0-9,Homem,Paraná,1222,23,0.0188
7,0-9,Homem,Paraíba,630,15,0.0238
7,0-9,Homem,Pará,818,19,0.0232
7,0-9,Homem,Pernambuco,1067,19,0.0178
7,0-9,Homem,Piauí,523,7,0.0134
7,0-9,Homem,Rio Grande do Norte,530,15,0.0283
7,0-9,Homem,Rio Grande do Sul,1184,30,0.0253
7,0-9,Homem,Rio de Janeiro,1412,28,0.0198
7,0-9,Homem,Rondônia,351,4,0.0114
7,0-9,Homem,Roraima,462,12,0.026
7,0-9,Homem,Santa Catarina,1288,28,0.0217
7,0-9,Homem,Sergipe,565,23,0.0407
7,0-9,Homem,São Paulo,1905,42,0.022
7,0-9,Homem,Tocantins,371,11,0.0296
7,0-9,Mulher,Acre,427,16,0.0375
7,0-9,Mulher,Alagoas,818,22,0.0269
7,0-9,Mulher,Amapá,222,10,0.045
7,0-9,Mulher,Amazonas,700,24,0.0343
7,0-9,Mulher,Bahia,1063,25,0.0235
7,0-9,Mulher,Ceará,1031,24,0.0233
7,0-9,Mulher,Distrito Federal,338,12,0.0355
7,0-9,Mulher,Espírito Santo,888,34,0.0383
7,0-9,Mulher,Goiás,728,18,0.0247
7,0-9,Mulher,Maranhão,1354,44,0.0325
7,0-9,Mulher,Mato Grosso,718,20,0.0279
7,0-9,Mulher,Mato Grosso do Sul,522,12,0.023
7,0-9,Mulher,Minas Gerais,1828,66,0.0361
7,0-9,Mulher,Paraná,1097,29,0.0264
7,0-9,Mulher,Paraíba,625,15,0.024
7,0-9,Mulher,Pará,754,28,0.0371
7,0-9,Mulher,Pernambuco,1057,22,0.0208
7,0-9,Mulher,Piauí,544,12,0.0221
7,0-9,Mulher,Rio Grande do Norte,511,11,0.0215
7,0-9,Mulher,Rio Grande do Sul,1079,17,0.0158
7,0-9,Mulher,Rio de Janeiro,1383,29,0.021
7,0-9,Mulher,Rondônia,330,3,0.0091
7,0-9,Mulher,Roraima,377,9,0.0239
7,0-9,Mulher,Santa Catarina,1266,27,0.0213
7,0-9,Mulher,Sergipe,523,20,0.0382
7,0-9,Mulher,São Paulo,1900,35,0.0184
7,0-9,Mulher,Tocantins,332,11,0.0331
7,10-19,Homem,Acre,590,22,0.0373
7,10-19,Homem,Alagoas,1162,38,0.0327
7,10-19,Homem,Amapá,308,10,0.0325
7,10-19,Homem,Amazonas,954,26,0.0273
7,10-19,Homem,Bahia,1439,39,0.0271
7,10-19,Homem,Ceará,1328,41,0.0309
7,10-19,Homem,Distrito Federal,474,11,0.0232
7,10-19,Homem,Espírito Santo,1068,34,0.0318
7,10-19,Homem,Goiás,1004,32,0.0319
7,10-19,Homem,Maranhão,1870,78,0.0417
7,10-19,Homem,Mato Grosso,867,28,0.0323
7,10-19,Homem,Mato Grosso do Sul,637,10,0.0157
7,10-19,Homem,Minas Gerais,2469,66,0.0267
7,10-19,Homem,Paraná,1407,33,0.0235
7,10-19,Homem,Paraíba,765,27,0.0353
7,10-19,Homem,Pará,1068,42,0.0393
7,10-19,Homem,Pernambuco,1321,22,0.0167
7,10-19,Homem,Piauí,670,15,0.0224
7,10-19,Homem,Rio Grande do Norte,691,24,0.0347
7,10-19,Homem,Rio Grande do Sul,1399,25,0.0179
7,10-19,Homem,Rio de Janeiro,1811,36,0.0199
7,10-19,Homem,Rondônia,410,6,0.0146
7,10-19,Homem,Roraima,514,16,0.0311
7,10-19,Homem,Santa Catarina,1408,23,0.0163
7,10-19,Homem,Sergipe,675,25,0.037
7,10-19,Homem,São Paulo,2303,46,0.02
7,10-19,Homem,Tocantins,455,6,0.0132
7,10-19,Mulher,Acre,570,20,0.0351
7,10-19,Mulher,Alagoas,1060,28,0.0264
7,10-19,Mulher,Amapá,304,16,0.0526
7,10-19,Mulher,Amazonas,920,31,0.0337
7,10-19,Mulher,Bahia,1362,37,0.0272
7,10-19,Mulher,Ceará,1266,55,0.0434
7,10-19,Mulher,Distrito Federal,501,23,0.0459
7,10-19,Mulher,Espírito Santo,952,31,0.0326
7,10-19,Mulher,Goiás,962,38,0.0395
7,10-19,Mulher,Maranhão,1921,98,0.051
7,10-19,Mulher,Mato Grosso,848,25,0.0295
7,10-19,Mulher,Mato Grosso do Sul,599,12,0.02
7,10-19,Mulher,Minas Gerais,2331,60,0.0257
7,10-19,Mulher,Paraná,1336,36,0.0269
7,10-19,Mulher,Paraíba,787,33,0.0419
7,10-19,Mulher,Pará,1027,34,0.0331
7,10-19,Mulher,Pernambuco,1236,20,0.0162
7,10-19,Mulher,Piauí,683,17,0.0249
7,10-19,Mulher,Rio Grande do Norte,619,19,0.0307
7,10-19,Mulher,Rio Grande do Sul,1244,31,0.0249
7,10-19,Mulher,Rio de Janeiro,1696,27,0.0159
7,10-19,Mulher,Rondônia,379,4,0.0106
7,10-19,Mulher,Roraima,497,20,0.0402
7,10-19,Mulher,Santa Catarina,1421,36,0.0253
7,10-19,Mulher,Sergipe,712,30,0.0421
7,10-19,Mulher,São Paulo,2247,61,0.0271
7,10-19,Mulher,Tocantins,436,8,0.0183
7,20-29,Homem,Acre,513,23,0.0448
7,20-29,Homem,Alagoas,876,37,0.0422
7,20-29,Homem,Amapá,298,18,0.0604
7,20-29,Homem,Amazonas,766,43,0.0561
7,20-29,Homem,Bahia,1175,47,0.04
7,20-29,Homem,Ceará,1226,61,0.0498
7,20-29,Homem,Distrito Federal,488,25,0.0512
7,20-29,Homem,Espírito Santo,984,39,0.0396
7,20-29,Homem,Goiás,927,38,0.041
7,20-29,Homem,Maranhão,1413,52,0.0368
7,20-29,Homem,Mato Grosso,783,37,0.0473
7,20-29,Homem,Mato Grosso do Sul,573,19,0.0332
7,20-29,Homem,Minas Gerais,2238,78,0.0349
7,20-29,Homem,Paraná,1340,47,0.0351
7,20-29,Homem,Paraíba,709,30,0.0423
7,20-29,Homem,Pará,809,34,0.042
7,20-29,Homem,Pernambuco,1123,39,0.0347
7,20-29,Homem,Piauí,585,19,0.0325
7,20-29,Homem,Rio Grande do Norte,602,28,0.0465
7,20-29,Homem,Rio Grande do Sul,1329,51,0.0384
7,20-29,Homem,Rio de Janeiro,1822,42,0.0231
7,20-29,Homem,Rondônia,415,15,0.0361
7,20-29,Homem,Roraima,470,24,0.0511
7,20-29,Homem,Santa Catarina,1567,42,0.0268
7,20-29,Homem,Sergipe,601,28,0.0466
7,20-29,Homem,São Paulo,2252,80,0.0355
7,20-29,Homem,Tocantins,379,10,0.0264
7,20-29,Mulher,Acre,578,32,0.0554
7,20-29,Mulher,Alagoas,953,46,0.0483
7,20-29,Mulher,Amapá,260,20,0.0769
7,20-29,Mulher,Amazonas,737,30,0.0407
7,20-29,Mulher,Bahia,1256,38,0.0303
7,20-29,Mulher,Ceará,1289,69,0.0535
7,20-29,Mulher,Distrito Federal,477,42,0.0881
7,20-29,Mulher,Espírito Santo,1027,47,0.0458
7,20-29,Mulher,Goiás,896,38,0.0424
7,20-29,Mulher,Maranhão,1502,71,0.0473
7,20-29,Mulher,Mato Grosso,817,50,0.0612
7,20-29,Mulher,Mato Grosso do Sul,580,32,0.0552
7,20-29,Mulher,Minas Gerais,2314,105,0.0454
7,20-29,Mulher,Paraná,1299,68,0.0523
7,20-29,Mulher,Paraíba,677,30,0.0443
7,20-29,Mulher,Pará,862,39,0.0452
7,20-29,Mulher,Pernambuco,1228,48,0.0391
7,20-29,Mulher,Piauí,623,30,0.0482
7,20-29,Mulher,Rio Grande do Norte,608,26,0.0428
7,20-29,Mulher,Rio Grande do Sul,1319,59,0.0447
7,20-29,Mulher,Rio de Janeiro,1817,48,0.0264
7,20-29,Mulher,Rondônia,441,16,0.0363
7,20-29,Mulher,Roraima,459,27,0.0588
7,20-29,Mulher,Santa Catarina,1455,52,0.0357
7,20-29,Mulher,Sergipe,658,34,0.0517
7,20-29,Mulher,São Paulo,2245,108,0.0481
7,20-29,Mulher,Tocantins,364,18,0.0495
7,30-39,Homem,Acre,522,35,0.067
7,30-39,Homem,Alagoas,780,31,0.0397
7,30-39,Homem,Amapá,203,13,0.064
7,30-39,Homem,Amazonas,691,16,0.0232
7,30-39,Homem,Bahia,1234,65,0.0527
7,30-39,Homem,Ceará,1220,47,0.0385
7,30-39,Homem,Distrito Federal,474,25,0.0527
7,30-39,Homem,Espírito Santo,1085,50,0.0461
7,30-39,Homem,Goiás,932,39,0.0418
7,30-39,Homem,Maranhão,1420,70,0.0493
7,30-39,Homem,Mato Grosso,845,57,0.0675
7,30-39,Homem,Mato Grosso do Sul,657,22,0.0335
7,30-39,Homem,Minas Gerais,2477,79,0.0319
7,30-39,Homem,Paraná,1340,49,0.0366
7,30-39,Homem,Paraíba,687,28,0.0408
7,30-39,Homem,Pará,851,32,0.0376
7,30-39,Homem,Pernambuco,1154,34,0.0295
7,30-39,Homem,Piauí,656,21,0.032
7,30-39,Homem,Rio Grande do Norte,654,34,0.052
7,30-39,Homem,Rio Grande do Sul,1450,57,0.0393
7,30-39,Homem,Rio de Janeiro,1901,40,0.021
7,30-39,Homem,Rondônia,418,15,0.0359
7,30-39,Homem,Roraima,411,24,0.0584
7,30-39,Homem,Santa Catarina,1680,64,0.0381
7,30-39,Homem,Sergipe,585,40,0.0684
7,30-39,Homem,São Paulo,2407,97,0.0403
7,30-39,Homem,Tocantins,370,10,0.027
7,30-39,Mulher,Acre,540,42,0.0778
7,30-39,Mulher,Alagoas,944,61,0.0646
7,30-39,Mulher,Amapá,233,20,0.0858
7,30-39,Mulher,Amazonas,711,31,0.0436
7,30-39,Mulher,Bahia,1427,73,0.0512
7,30-39,Mulher,Ceará,1373,76,0.0554
7,30-39,Mulher,Distrito Federal,522,35,0.067
7,30-39,Mulher,Espírito Santo,1232,74,0.0601
7,30-39,Mulher,Goiás,1034,57,0.0551
7,30-39,Mulher,Maranhão,1603,93,0.058
7,30-39,Mulher,Mato Grosso,907,66,0.0728
7,30-39,Mulher,Mato Grosso do Sul,688,29,0.0422
7,30-39,Mulher,Minas Gerais,2635,130,0.0493
7,30-39,Mulher,Paraná,1425,79,0.0554
7,30-39,Mulher,Paraíba,802,43,0.0536
7,30-39,Mulher,Pará,972,55,0.0566
7,30-39,Mulher,Pernambuco,1322,58,0.0439
7,30-39,Mulher,Piauí,654,26,0.0398
7,30-39,Mulher,Rio Grande do Norte,687,37,0.0539
7,30-39,Mulher,Rio Grande do Sul,1580,64,0.0405
7,30-39,Mulher,Rio de Janeiro,2139,75,0.0351
7,30-39,Mulher,Rondônia,409,26,0.0636
7,30-39,Mulher,Roraima,432,37,0.0856
7,30-39,Mulher,Santa Catarina,1832,77,0.042
7,30-39,Mulher,Sergipe,688,65,0.0945
7,30-39,Mulher,São Paulo,2711,123,0.0454
7,30-39,Mulher,Tocantins,411,24,0.0584
7,40-49,Homem,Acre,408,24,0.0588
7,40-49,Homem,Alagoas,754,32,0.0424
7,40-49,Homem,Amapá,197,7,0.0355
7,40-49,Homem,Amazonas,666,24,0.036
7,40-49,Homem,Bahia,1190,53,0.0445
7,40-49,Homem,Ceará,1022,45,0.044
7,40-49,Homem,Distrito Federal,437,25,0.0572
7,40-49,Homem,Espírito Santo,1040,41,0.0394
7,40-49,Homem,Goiás,954,41,0.043
7,40-49,Homem,Maranhão,1161,77,0.0663
7,40-49,Homem,Mato Grosso,840,43,0.0512
7,40-49,Homem,Mato Grosso do Sul,603,15,0.0249
7,40-49,Homem,Minas Gerais,2440,79,0.0324
7,40-49,Homem,Paraná,1455,50,0.0344
7,40-49,Homem,Paraíba,615,44,0.0715
7,40-49,Homem,Pará,762,32,0.042
7,40-49,Homem,Pernambuco,1088,43,0.0395
7,40-49,Homem,Piauí,559,19,0.034
7,40-49,Homem,Rio Grande do Norte,553,27,0.0488
7,40-49,Homem,Rio Grande do Sul,1404,46,0.0328
7,40-49,Homem,Rio de Janeiro,1908,35,0.0183
7,40-49,Homem,Rondônia,350,15,0.0429
7,40-49,Homem,Roraima,306,25,0.0817
7,40-49,Homem,Santa Catarina,1612,46,0.0285
7,40-49,Homem,Sergipe,547,31,0.0567
7,40-49,Homem,São Paulo,2453,85,0.0347
7,40-49,Homem,Tocantins,367,12,0.0327
7,40-49,Mulher,Acre,482,31,0.0643
7,40-49,Mulher,Alagoas,880,40,0.0455
7,40-49,Mulher,Amapá,244,16,0.0656
7,40-49,Mulher,Amazonas,692,35,0.0506
7,40-49,Mulher,Bahia,1349,72,0.0534
7,40-49,Mulher,Ceará,1210,78,0.0645
7,40-49,Mulher,Distrito Federal,578,48,0.083
7,40-49,Mulher,Espírito Santo,1185,63,0.0532
7,40-49,Mulher,Goiás,1108,61,0.0551
7,40-49,Mulher,Maranhão,1282,96,0.0749
7,40-49,Mulher,Mato Grosso,891,64,0.0718
7,40-49,Mulher,Mato Grosso do Sul,660,34,0.0515
7,40-49,Mulher,Minas Gerais,2646,133,0.0503
7,40-49,Mulher,Paraná,1679,67,0.0399
7,40-49,Mulher,Paraíba,779,60,0.077
7,40-49,Mulher,Pará,820,43,0.0524
7,40-49,Mulher,Pernambuco,1249,54,0.0432
7,40-49,Mulher,Piauí,661,33,0.0499
7,40-49,Mulher,Rio Grande do Norte,601,41,0.0682
7,40-49,Mulher,Rio Grande do Sul,1580,95,0.0601
7,40-49,Mulher,Rio de Janeiro,2319,65,0.028
7,40-49,Mulher,Rondônia,426,23,0.054
7,40-49,Mulher,Roraima,347,29,0.0836
7,40-49,Mulher,Santa Catarina,1737,71,0.0409
7,40-49,Mulher,Sergipe,647,36,0.0556
7,40-49,Mulher,São Paulo,2731,131,0.048
7,40-49,Mulher,Tocantins,395,24,0.0608
7,50-59,Homem,Acre,325,26,0.08
7,50-59,Homem,Alagoas,621,23,0.037
7,50-59,Homem,Amapá,128,11,0.0859
7,50-59,Homem,Amazonas,411,25,0.0608
7,50-59,Homem,Bahia,1005,44,0.0438
7,50-59,Homem,Ceará,953,41,0.043
7,50-59,Homem,Distrito Federal,393,16,0.0407
7,50-59,Homem,Espírito Santo,1015,39,0.0384
7,50-59,Homem,Goiás,895,39,0.0436
7,50-59,Homem,Maranhão,881,59,0.067
7,50-59,Homem,Mato Grosso,676,45,0.0666
7,50-59,Homem,Mato Grosso do Sul,575,19,0.033
7,50-59,Homem,Minas Gerais,2246,85,0.0378
7,50-59,Homem,Paraná,1398,43,0.0308
7,50-59,Homem,Paraíba,573,27,0.0471
7,50-59,Homem,Pará,591,32,0.0541
7,50-59,Homem,Pernambuco,875,34,0.0389
7,50-59,Homem,Piauí,474,17,0.0359
7,50-59,Homem,Rio Grande do Norte,460,15,0.0326
7,50-59,Homem,Rio Grande do Sul,1635,58,0.0355
7,50-59,Homem,Rio de Janeiro,1854,48,0.0259
7,50-59,Homem,Rondônia,327,10,0.0306
7,50-59,Homem,Roraima,231,10,0.0433
7,50-59,Homem,Santa Catarina,1614,43,0.0266
7,50-59,Homem,Sergipe,467,29,0.0621
7,50-59,Homem,São Paulo,2220,77,0.0347
7,50-59,Homem,Tocantins,301,15,0.0498
7,50-59,Mulher,Acre,392,35,0.0893
7,50-59,Mulher,Alagoas,750,30,0.04
7,50-59,Mulher,Amapá,143,16,0.1119
7,50-59,Mulher,Amazonas,526,26,0.0494
7,50-59,Mulher,Bahia,1185,68,0.0574
7,50-59,Mulher,Ceará,1202,71,0.0591
7,50-59,Mulher,Distrito Federal,501,35,0.0699
7,50-59,Mulher,Espírito Santo,1041,56,0.0538
7,50-59,Mulher,Goiás,1038,59,0.0568
7,50-59,Mulher,Maranhão,1032,54,0.0523
7,50-59,Mulher,Mato Grosso,786,57,0.0725
7,50-59,Mulher,Mato Grosso do Sul,631,37,0.0586
7,50-59,Mulher,Minas Gerais,2487,98,0.0394
7,50-59,Mulher,Paraná,1551,66,0.0426
7,50-59,Mulher,Paraíba,623,38,0.061
7,50-59,Mulher,Pará,633,34,0.0537
7,50-59,Mulher,Pernambuco,1116,58,0.052
7,50-59,Mulher,Piauí,577,28,0.0485
7,50-59,Mulher,Rio Grande do Norte,604,36,0.0596
7,50-59,Mulher,Rio Grande do Sul,1835,88,0.048
7,50-59,Mulher,Rio de Janeiro,2307,87,0.0377
7,50-59,Mulher,Rondônia,355,20,0.0563
7,50-59,Mulher,Roraima,308,26,0.0844
7,50-59,Mulher,Santa Catarina,1868,70,0.0375
7,50-59,Mulher,Sergipe,503,36,0.0716
7,50-59,Mulher,São Paulo,2601,101,0.0388
7,50-59,Mulher,Tocantins,349,15,0.043
7,60-69,Homem,Acre,211,12,0.0569
7,60-69,Homem,Alagoas,367,15,0.0409
7,60-69,Homem,Amapá,82,6,0.0732
7,60-69,Homem,Amazonas,313,18,0.0575
7,60-69,Homem,Bahia,688,33,0.048
7,60-69,Homem,Ceará,626,22,0.0351
7,60-69,Homem,Distrito Federal,254,7,0.0276
7,60-69,Homem,Espírito Santo,692,28,0.0405
7,60-69,Homem,Goiás,639,31,0.0485
7,60-69,Homem,Maranhão,631,40,0.0634
7,60-69,Homem,Mato Grosso,486,34,0.07
7,60-69,Homem,Mato Grosso do Sul,383,9,0.0235
7,60-69,Homem,Minas Gerais,1741,59,0.0339
7,60-69,Homem,Paraná,973,29,0.0298
7,60-69,Homem,Paraíba,359,22,0.0613
7,60-69,Homem,Pará,376,16,0.0426
7,60-69,Homem,Pernambuco,604,15,0.0248
7,60-69,Homem,Piauí,362,11,0.0304
7,60-69,Homem,Rio Grande do Norte,295,10,0.0339
7,60-69,Homem,Rio Grande do Sul,1360,71,0.0522
7,60-69,Homem,Rio de Janeiro,1533,42,0.0274
7,60-69,Homem,Rondônia,214,5,0.0234
7,60-69,Homem,Roraima,162,9,0.0556
7,60-69,Homem,Santa Catarina,1242,35,0.0282
7,60-69,Homem,Sergipe,249,11,0.0442
7,60-69,Homem,São Paulo,1758,61,0.0347
7,60-69,Homem,Tocantins,216,14,0.0648
7,60-69,Mulher,Acre,243,25,0.1029
7,60-69,Mulher,Alagoas,495,29,0.0586
7,60-69,Mulher,Amapá,103,5,0.0485
7,60-69,Mulher,Amazonas,338,17,0.0503
7,60-69,Mulher,Bahia,839,46,0.0548
7,60-69,Mulher,Ceará,772,39,0.0505
7,60-69,Mulher,Distrito Federal,315,19,0.0603
7,60-69,Mulher,Espírito Santo,843,52,0.0617
7,60-69,Mulher,Goiás,721,38,0.0527
7,60-69,Mulher,Maranhão,720,44,0.0611
7,60-69,Mulher,Mato Grosso,557,29,0.0521
7,60-69,Mulher,Mato Grosso do Sul,445,22,0.0494
7,60-69,Mulher,Minas Gerais,2002,83,0.0415
7,60-69,Mulher,Paraná,1189,42,0.0353
7,60-69,Mulher,Paraíba,455,28,0.0615
7,60-69,Mulher,Pará,416,19,0.0457
7,60-69,Mulher,Pernambuco,739,26,0.0352
7,60-69,Mulher,Piauí,414,16,0.0386
7,60-69,Mulher,Rio Grande do Norte,390,10,0.0256
7,60-69,Mulher,Rio Grande do Sul,1524,77,0.0505
7,60-69,Mulher,Rio de Janeiro,2061,67,0.0325
7,60-69,Mulher,Rondônia,232,9,0.0388
7,60-69,Mulher,Roraima,163,11,0.0675
7,60-69,Mulher,Santa Catarina,1401,48,0.0343
7,60-69,Mulher,Sergipe,312,22,0.0705
7,60-69,Mulher,São Paulo,2140,86,0.0402
7,60-69,Mulher,Tocantins,216,10,0.0463
7,70-79,Homem,Acre,103,4,0.0388
7,70-79,Homem,Alagoas,236,10,0.0424
7,70-79,Homem,Amapá,34,1,0.0294
7,70-79,Homem,Amazonas,148,10,0.0676
7,70-79,Homem,Bahia,395,22,0.0557
7,70-79,Homem,Ceará,402,21,0.0522
7,70-79,Homem,Distrito Federal,133,4,0.0301
7,70-79,Homem,Espírito Santo,346,14,0.0405
7,70-79,Homem,Goiás,300,13,0.0433
7,70-79,Homem,Maranhão,329,13,0.0395
7,70-79,Homem,Mato Grosso,236,13,0.0551
7,70-79,Homem,Mato Grosso do Sul,219,5,0.0228
7,70-79,Homem,Minas Gerais,946,38,0.0402
7,70-79,Homem,Paraná,558,21,0.0376
7,70-79,Homem,Paraíba,211,13,0.0616
7,70-79,Homem,Pará,223,14,0.0628
7,70-79,Homem,Pernambuco,307,12,0.0391
7,70-79,Homem,Piauí,188,3,0.016
7,70-79,Homem,Rio Grande do Norte,202,5,0.0248
7,70-79,Homem,Rio Grande do Sul,716,41,0.0573
7,70-79,Homem,Rio de Janeiro,790,16,0.0203
7,70-79,Homem,Rondônia,106,1,0.0094
7,70-79,Homem,Roraima,59,1,0.0169
7,70-79,Homem,Santa Catarina,600,20,0.0333
7,70-79,Homem,Sergipe,136,11,0.0809
7,70-79,Homem,São Paulo,987,46,0.0466
7,70-79,Homem,Tocantins,128,7,0.0547
7,70-79,Mulher,Acre,118,3,0.0254
7,70-79,Mulher,Alagoas,281,12,0.0427
7,70-79,Mulher,Amapá,34,3,0.0882
7,70-79,Mulher,Amazonas,180,9,0.05
7,70-79,Mulher,Bahia,445,17,0.0382
7,70-79,Mulher,Ceará,468,24,0.0513
7,70-79,Mulher,Distrito Federal,166,9,0.0542
7,70-79,Mulher,Espírito Santo,418,20,0.0478
7,70-79,Mulher,Goiás,368,23,0.0625
7,70-79,Mulher,Maranhão,394,22,0.0558
7,70-79,Mulher,Mato Grosso,227,11,0.0485
7,70-79,Mulher,Mato Grosso do Sul,241,3,0.0124
7,70-79,Mulher,Minas Gerais,1098,56,0.051
7,70-79,Mulher,Paraná,642,25,0.0389
7,70-79,Mulher,Paraíba,310,19,0.0613
7,70-79,Mulher,Pará,237,13,0.0549
7,70-79,Mulher,Pernambuco,425,12,0.0282
7,70-79,Mulher,Piauí,230,8,0.0348
7,70-79,Mulher,Rio Grande do Norte,264,9,0.0341
7,70-79,Mulher,Rio Grande do Sul,924,55,0.0595
7,70-79,Mulher,Rio de Janeiro,1116,22,0.0197
7,70-79,Mulher,Rondônia,102,3,0.0294
7,70-79,Mulher,Roraima,67,5,0.0746
7,70-79,Mulher,Santa Catarina,698,27,0.0387
7,70-79,Mulher,Sergipe,171,11,0.0643
7,70-79,Mulher,São Paulo,1186,57,0.0481
7,70-79,Mulher,Tocantins,112,4,0.0357
7,80+,Homem,Acre,46,4,0.087
7,80+,Homem,Alagoas,89,2,0.0225
7,80+,Homem,Amapá,17,0,0.0
7,80+,Homem,Amazonas,50,5,0.1
7,80+,Homem,Bahia,172,9,0.0523
7,80+,Homem,Ceará,232,11,0.0474
7,80+,Homem,Distrito Federal,55,2,0.0364
7,80+,Homem,Espírito Santo,131,6,0.0458
7,80+,Homem,Goiás,142,8,0.0563
7,80+,Homem,Maranhão,162,9,0.0556
7,80+,Homem,Mato Grosso,95,3,0.0316
7,80+,Homem,Mato Grosso do Sul,67,4,0.0597
7,80+,Homem,Minas Gerais,423,19,0.0449
7,80+,Homem,Paraná,204,8,0.0392
7,80+,Homem,Paraíba,98,4,0.0408
7,80+,Homem,Pará,64,3,0.0469
7,80+,Homem,Pernambuco,130,5,0.0385
7,80+,Homem,Piauí,88,2,0.0227
7,80+,Homem,Rio Grande do Norte,102,5,0.049
7,80+,Homem,Rio Grande do Sul,273,10,0.0366
7,80+,Homem,Rio de Janeiro,331,9,0.0272
7,80+,Homem,Rondônia,37,1,0.027
7,80+,Homem,Roraima,33,3,0.0909
7,80+,Homem,Santa Catarina,225,5,0.0222
7,80+,Homem,Sergipe,68,2,0.0294
7,80+,Homem,São Paulo,384,18,0.0469
7,80+,Homem,Tocantins,62,4,0.0645
7,80+,Mulher,Acre,56,3,0.0536
7,80+,Mulher,Alagoas,145,6,0.0414
7,80+,Mulher,Amapá,25,2,0.08
7,80+,Mulher,Amazonas,86,4,0.0465
7,80+,Mulher,Bahia,248,8,0.0323
7,80+,Mulher,Ceará,283,8,0.0283
7,80+,Mulher,Distrito Federal,94,2,0.0213
7,80+,Mulher,Espírito Santo,239,8,0.0335
7,80+,Mulher,Goiás,163,4,0.0245
7,80+,Mulher,Maranhão,193,9,0.0466
7,80+,Mulher,Mato Grosso,108,7,0.0648
7,80+,Mulher,Mato Grosso do Sul,89,3,0.0337
7,80+,Mulher,Minas Gerais,575,23,0.04
7,80+,Mulher,Paraná,298,9,0.0302
7,80+,Mulher,Paraíba,153,10,0.0654
7,80+,Mulher,Pará,95,8,0.0842
7,80+,Mulher,Pernambuco,214,2,0.0093
7,80+,Mulher,Piauí,116,4,0.0345
7,80+,Mulher,Rio Grande do Norte,143,6,0.042
7,80+,Mulher,Rio Grande do Sul,445,20,0.0449
7,80+,Mulher,Rio de Janeiro,683,16,0.0234
7,80+,Mulher,Rondônia,50,0,0.0
7,80+,Mulher,Roraima,32,0,0.0
7,80+,Mulher,Santa Catarina,368,15,0.0408
7,80+,Mulher,Sergipe,104,3,0.0288
